era,dc_type,count,era_total,pct
1700-1800,Tabelle|Amtsdruckschrift|Formularsammlung|Architektur,1,155611,0.0
1700-1800,Tabelle|Amtsdruckschrift|Verordnung,1,155611,0.0
1700-1800,Tabelle|Anleitung|Subskribentenliste,1,155611,0.0
1700-1800,Tabelle|Architektur|Amtsdruckschrift,1,155611,0.0
1700-1800,Tabelle|Bibliographie|Katalog,1,155611,0.0
1700-1800,Tabelle|Biographie,1,155611,0.0
1700-1800,Tabelle|Chronik,1,155611,0.0
1700-1800,Tabelle|Chronik|Jugendsachbuch,1,155611,0.0
1700-1800,Tabelle|Einblattdruck|Universitätsprogramm,1,155611,0.0
1700-1800,Tabelle|Genealogie,1,155611,0.0
1700-1800,Tabelle|Geographie|Handbuch,1,155611,0.0
1700-1800,Tabelle|Geologie,1,155611,0.0
1700-1800,Tabelle|Gesellschaftsschrift,1,155611,0.0
1700-1800,Tabelle|Kommentar: jur.,1,155611,0.0
1700-1800,Tabelle|Kriegskunde,1,155611,0.0
1700-1800,Tabelle|Kriegskunde|Einblattdruck,1,155611,0.0
1700-1800,Tabelle|Mathematik|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Tabelle|Schulbuch|Einführung,1,155611,0.0
1700-1800,Tabelle|Schulprogramm,1,155611,0.0
1700-1800,Tagebuch|Kriegskunde,1,155611,0.0
1700-1800,TheaterstückKinderbuch,1,155611,0.0
1700-1800,Theaterstück|Bücheranzeige,1,155611,0.0
1700-1800,Theaterstück|Drama,1,155611,0.0
1700-1800,Tierbuch|Landwirtschaft,1,155611,0.0
1700-1800,Tierbuch|Tiermedizin|Ratgeber,1,155611,0.0
1700-1800,Tierbuch|Zoologie,1,155611,0.0
1700-1800,Tiermedizin|Amtsdruckschrift,1,155611,0.0
1700-1800,Tiermedizin|Bücheranzeige,1,155611,0.0
1700-1800,Tiermedizin|Handbuch,1,155611,0.0
1700-1800,Tiermedizin|Hausväterliteratur,1,155611,0.0
1700-1800,Tiermedizin|Landwirtschaft|Einblattdruck,1,155611,0.0
1700-1800,Tiermedizin|Medizin,1,155611,0.0
1700-1800,Tiermedizin|Preisschrift,1,155611,0.0
1700-1800,Tiermedizin|Ratgeber,1,155611,0.0
1700-1800,Tiermedizin|Tierbuch|Hausväterliteratur,1,155611,0.0
1700-1800,Topographie|Archäologie,1,155611,0.0
1700-1800,Topographie|Brief,1,155611,0.0
1700-1800,Topographie|Erlebnisbericht,1,155611,0.0
1700-1800,Topographie|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Topographie|Geologie,1,155611,0.0
1700-1800,Topographie|Geometrie,1,155611,0.0
1700-1800,Topographie|Handbuch,1,155611,0.0
1700-1800,Topographie|Karte,1,155611,0.0
1700-1800,Topographie|Kriegskunde,1,155611,0.0
1700-1800,Topographie|Lexikon,1,155611,0.0
1700-1800,Topographie|Lyrik,1,155611,0.0
1700-1800,Topographie|Medizin,1,155611,0.0
1700-1800,Topographie|Medizin|Chemie,1,155611,0.0
1700-1800,Topographie|Ortsverzeichnis|Statistik,1,155611,0.0
1700-1800,Topographie|Pädagogik,1,155611,0.0
1700-1800,Topographie|Reisebericht,1,155611,0.0
1700-1800,Topographie|Reiseführer,1,155611,0.0
1700-1800,Topographie|Schulprogramm,1,155611,0.0
1700-1800,Topographie|Statistik|Vorlesung,1,155611,0.0
1700-1800,Topographie|Streitschrift|Tabelle,1,155611,0.0
1700-1800,Topographie|Tabelle,1,155611,0.0
1700-1800,Topographie|Tabelle|Genealogie,1,155611,0.0
1700-1800,Totentanz|Lyrik,1,155611,0.0
1700-1800,Totentanz|Lyrik|Ars moriendi|Ars|moriendi,1,155611,0.0
1700-1800,Tragödie|Komödie,1,155611,0.0
1700-1800,Tragödie|Libretto,1,155611,0.0
1700-1800,Tragödie|Lyrik,1,155611,0.0
1700-1800,Tragödie|Lyrik|Bücheranzeige,1,155611,0.0
1700-1800,Tragödie|Schauspiel,1,155611,0.0
1700-1800,Tragödie|Subskribentenliste,1,155611,0.0
1700-1800,Traktat|Architektur,1,155611,0.0
1700-1800,Traktat|Astronomie,1,155611,0.0
1700-1800,Traktat|Bericht,1,155611,0.0
1700-1800,Traktat|Bibliographie,1,155611,0.0
1700-1800,Traktat|Brief,1,155611,0.0
1700-1800,Traktat|Briefsammlung,1,155611,0.0
1700-1800,Traktat|Chronik,1,155611,0.0
1700-1800,Traktat|Drama,1,155611,0.0
1700-1800,Traktat|Enzyklopädie,1,155611,0.0
1700-1800,Traktat|Epik|Fabel,1,155611,0.0
1700-1800,Traktat|Fabel,1,155611,0.0
1700-1800,Traktat|Freimaurerliteratur,1,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Geburtstag,1,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Traktat|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Traktat|Geographie,1,155611,0.0
1700-1800,Traktat|Gesellschaftsschrift|Medizin,1,155611,0.0
1700-1800,Traktat|Grammatik,1,155611,0.0
1700-1800,Traktat|Handbuch,1,155611,0.0
1700-1800,Traktat|Heiligenvita,1,155611,0.0
1700-1800,Traktat|Kirchenlied|Gelegenheitsschrift:Tod,1,155611,0.0
1700-1800,Traktat|Kochbuch,1,155611,0.0
1700-1800,Traktat|Landwirtschaft|Gartenbau,1,155611,0.0
1700-1800,Traktat|Landwirtschaft|Hausväterliteratur,1,155611,0.0
1700-1800,Traktat|Liedersammlung|Bücheranzeige,1,155611,0.0
1700-1800,Traktat|Medizin|Bücheranzeige,1,155611,0.0
1700-1800,Traktat|Medizin|Seuchenschrift,1,155611,0.0
1700-1800,Traktat|Physiognomie,1,155611,0.0
1700-1800,Traktat|Preisschrift,1,155611,0.0
1700-1800,Traktat|Rhetorik,1,155611,0.0
1700-1800,Traktat|Schulprogramm,1,155611,0.0
1700-1800,Traktat|Schulprogramm|Kirchenlied,1,155611,0.0
1700-1800,Traktat|Statistik,1,155611,0.0
1700-1800,Traktat|Streitschrift|Alchemie,1,155611,0.0
1700-1800,Traktat|Streitschrift|Pädagogik,1,155611,0.0
1700-1800,Traktat|Subskribentenliste,1,155611,0.0
1700-1800,Trivialliteratur|Roman,1,155611,0.0
1700-1800,Universitätsprogramm|Amtsdruckschrift,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Amtsantritt|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Hochzeit,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Einladung,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Gedenken|Gelegenheitsschrift:Einladung|Gelegenheitsschrift:Krönung,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Neujahr,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Promotion,1,155611,0.0
1700-1800,Universitätsprogramm|Gelegenheitsschrift:Tod|Gelegenheitsschrift:Gedenken,1,155611,0.0
1700-1800,Universitätsprogramm|Hochschulschrift,1,155611,0.0
1700-1800,Universitätsprogramm|Judaicum,1,155611,0.0
1700-1800,Universitätsprogramm|Kommentar: theol.|Kommentar:|theol.,1,155611,0.0
1700-1800,Universitätsprogramm|Rede,1,155611,0.0
1700-1800,Universitätsprogramm|Rede|Gesellschaftsschrift,1,155611,0.0
1700-1800,Universitätsprogramm|Vorlesungsverzeichnis,1,155611,0.0
1700-1800,Urkundenbuch|Regesten,1,155611,0.0
1700-1800,Verkaufskatalog|Chirurgie,1,155611,0.0
1700-1800,Verkaufskatalog|Flugschrift,1,155611,0.0
1700-1800,Verkaufskatalog|Mathematik|Physik|Optik|Anatomie|Chirurgie,1,155611,0.0
1700-1800,Verkaufskatalog|Mechanik,1,155611,0.0
1700-1800,Verkaufskatalog|Mechanik|Optik,1,155611,0.0
1700-1800,Verkaufskatalog|Tabelle,1,155611,0.0
1700-1800,Verordnung|Agende,1,155611,0.0
1700-1800,Verordnung|Altertumskunde,1,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Bücheranzeige,1,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Medizin,1,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Seuchenschrift,1,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Tabelle,1,155611,0.0
1700-1800,Verordnung|Amtsdruckschrift|Tiermedizin,1,155611,0.0
1700-1800,Verordnung|Arzneibuch,1,155611,0.0
1700-1800,Verordnung|Brief,1,155611,0.0
1700-1800,Verordnung|Bücheranzeige,1,155611,0.0
1700-1800,Verordnung|Einblattdrucke|Geldwesen,1,155611,0.0
1700-1800,Verordnung|Einblattdruck|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Verordnung|Einblattdruck|Jagdliteratur,1,155611,0.0
1700-1800,Verordnung|Einblattdruck|Landwirtschaft,1,155611,0.0
1700-1800,Verordnung|Festbeschreibung,1,155611,0.0
1700-1800,Verordnung|Gelegenheitsschrift:Amtsantritt,1,155611,0.0
1700-1800,Verordnung|Gelegenheitsschrift:Friedensschluß|Gelegenheitsschrift:Jubiläum,1,155611,0.0
1700-1800,Verordnung|Gesellschaftsschrift|Mitgliederverzeichnis,1,155611,0.0
1700-1800,Verordnung|Gesetzessammlung,1,155611,0.0
1700-1800,Verordnung|Katechismus,1,155611,0.0
1700-1800,Verordnung|Kommentar: jur.,1,155611,0.0
1700-1800,Verordnung|Kommentar: jur.|Bücheranzeige,1,155611,0.0
1700-1800,Verordnung|Kriegskunde|Geldwesen,1,155611,0.0
1700-1800,Verordnung|Kriegskunde|Vertrag,1,155611,0.0
1700-1800,Verordnung|Mandat,1,155611,0.0
1700-1800,Verordnung|Medizin|Gynäkologie,1,155611,0.0
1700-1800,Verordnung|Ordensliteratur,1,155611,0.0
1700-1800,Verordnung|Ordensliteratur:Jesuiten,1,155611,0.0
1700-1800,Verordnung|Pädagogik,1,155611,0.0
1700-1800,Verordnung|Richtlinie|Kriegskunde,1,155611,0.0
1700-1800,Verordnung|Satzung|Amtsdruckschrift,1,155611,0.0
1700-1800,Verordnung|Schulprogramm,1,155611,0.0
1700-1800,Verordnung|Statistik|Tabelle,1,155611,0.0
1700-1800,Verordnung|Tabelle|Einblattdruck|Geldwesen,1,155611,0.0
1700-1800,Verordnung|Tabelle|Formularsammlung,1,155611,0.0
1700-1800,Verordnung|Universitätsprogramm,1,155611,0.0
1700-1800,Verserzählung|Judaicum,1,155611,0.0
1700-1800,Verserzählung|Lyrik,1,155611,0.0
1700-1800,Vertrag|Amtsdruckschrift|Flugschrift,1,155611,0.0
1700-1800,Vertrag|Flugschrift|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Vertrag|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Vertrag|Kriegskunde,1,155611,0.0
1700-1800,VerzeichnisVerzeichnis,1,155611,0.0
1700-1800,VerzeichnisVerzeichnis|Tabelle,1,155611,0.0
1700-1800,Volksbuch|Biographie|Verserzählung,1,155611,0.0
1700-1800,Volksbuch|Bücheranzeige,1,155611,0.0
1700-1800,Volksbuch|Erzählung,1,155611,0.0
1700-1800,Volksbuch|Roman,1,155611,0.0
1700-1800,Volksbuch|Satire,1,155611,0.0
1700-1800,Volksbuch|Satire|Volksschrifttum,1,155611,0.0
1700-1800,Volksschrifttum|Gelegenheitsschrift:Friedensschluß,1,155611,0.0
1700-1800,Volksschrifttum|Medizin,1,155611,0.0
1700-1800,Volksschrifttum|Märchen,1,155611,0.0
1700-1800,Volksschrifttum|Ordensliteratur:Benediktiner,1,155611,0.0
1700-1800,Volksschrifttum|Ratgeber|Landwirtschaft,1,155611,0.0
1700-1800,Volksschrifttum|Ratgeber|Regelsammlung,1,155611,0.0
1700-1800,Volksschrifttum|Sage,1,155611,0.0
1700-1800,Vorlesungsverzeichnis|Geographie,1,155611,0.0
1700-1800,Vorlesungsverzeichnis|Geologie|Traktat,1,155611,0.0
1700-1800,Vorlesung|Biographie,1,155611,0.0
1700-1800,Vorlesung|Flugschrift,1,155611,0.0
1700-1800,Vorlesung|Gelegenheitsschrift,1,155611,0.0
1700-1800,Vorlesung|Gelegenheitsschrift:Einladung|Hochschulschrift,1,155611,0.0
1700-1800,Vorlesung|Kommentar: jur.,1,155611,0.0
1700-1800,Vorlesung|Rede,1,155611,0.0
1700-1800,Vorlesung|Universitätsprogramm,1,155611,0.0
1700-1800,Wappenbuch|Jugendsachbuch,1,155611,0.0
1700-1800,Wappenbuch|Lexikon,1,155611,0.0
1700-1800,Werkverzeichnis,1,155611,0.0
1700-1800,Wörterbuch|Briefsteller,1,155611,0.0
1700-1800,Wörterbuch|Bücheranzeige,1,155611,0.0
1700-1800,Wörterbuch|Geologie,1,155611,0.0
1700-1800,Wörterbuch|Gesetzessammlung|Konsiliensammlung,1,155611,0.0
1700-1800,Wörterbuch|Jugendbuch,1,155611,0.0
1700-1800,Wörterbuch|Jugendbuch|Schulbuch,1,155611,0.0
1700-1800,Wörterbuch|Lexikon|Chemie,1,155611,0.0
1700-1800,Wörterbuch|Medizin|Chirurgie,1,155611,0.0
1700-1800,Wörterbuch|Schulbuch,1,155611,0.0
1700-1800,Zeittafel,1,155611,0.0
1700-1800,Zitatensammlung|Altertumskunde,1,155611,0.0
1700-1800,Zitatensammlung|Aphorismus,1,155611,0.0
1700-1800,Zoologie|Anleitung,1,155611,0.0
1700-1800,Zoologie|Botanik,1,155611,0.0
1700-1800,Zoologie|Botanik|Handbuch,1,155611,0.0
1700-1800,Zoologie|Botanik|Mineralogie,1,155611,0.0
1700-1800,Zoologie|Gesellschaftsschrift,1,155611,0.0
1700-1800,Zoologie|Tierbuch,1,155611,0.0
1700-1800,biography,1,155611,0.0
1700-1800,"humor, satire",1,155611,0.0
1700-1800,newspaper,1,155611,0.0
1700-1800,yearbook,1,155611,0.0
19th-c,Monografie,136811,158641,86.24
19th-c,Brief,4801,158641,3.03
19th-c,Monograph,3942,158641,2.48
19th-c,Handschrift,3053,158641,1.92
19th-c,mehrbändiges Werk,1957,158641,1.23
19th-c,book,1305,158641,0.82
19th-c,Lied,1288,158641,0.81
19th-c,Widmung,601,158641,0.38
19th-c,Musik,580,158641,0.37
19th-c,Fortlaufendes Sammelwerk,509,158641,0.32
19th-c,directory,223,158641,0.14
19th-c,Autograf,211,158641,0.13
19th-c,Liedersammlung|Flugschrift,207,158641,0.13
19th-c,Multivolume Work,170,158641,0.11
19th-c,reporting,148,158641,0.09
19th-c,Roman,141,158641,0.09
19th-c,Erzählung,94,158641,0.06
19th-c,Verordnung,81,158641,0.05
19th-c,Quelle,76,158641,0.05
19th-c,technical report,75,158641,0.05
19th-c,Drama,73,158641,0.05
19th-c,Lyrik,72,158641,0.05
19th-c,biography,72,158641,0.05
19th-c,Bücheranzeige,69,158641,0.04
19th-c,Medizin,67,158641,0.04
19th-c,Aufsatzsammlung,57,158641,0.04
19th-c,statistics,57,158641,0.04
19th-c,Einblattdruck|Verordnung,55,158641,0.03
19th-c,multivolume monograph,51,158641,0.03
19th-c,Epik,42,158641,0.03
19th-c,Libretto,34,158641,0.02
19th-c,Periodical,34,158641,0.02
19th-c,Schauspiel,34,158641,0.02
19th-c,Biographie,33,158641,0.02
19th-c,Traktat,33,158641,0.02
19th-c,Liedersammlung,31,158641,0.02
19th-c,Reisebericht,29,158641,0.02
19th-c,journal,29,158641,0.02
19th-c,Komödie,27,158641,0.02
19th-c,"humor, satire",27,158641,0.02
19th-c,Lied|Flugschrift,26,158641,0.02
19th-c,Märchen|Jugendbuch,26,158641,0.02
19th-c,Schulbuch,26,158641,0.02
19th-c,Novelle,25,158641,0.02
19th-c,Tragödie,25,158641,0.02
19th-c,newspaper,24,158641,0.02
19th-c,Theaterzettel,21,158641,0.01
19th-c,Einblattdruck|Amtsdruckschrift,20,158641,0.01
19th-c,Zeitschrift,20,158641,0.01
19th-c,Anthologie,19,158641,0.01
19th-c,reporting|Kriegstagebuch,19,158641,0.01
19th-c,yearbook,19,158641,0.01
19th-c,Anzeige,18,158641,0.01
19th-c,Hochschulschrift,18,158641,0.01
19th-c,article,18,158641,0.01
19th-c,Amtsdruckschrift,17,158641,0.01
19th-c,Autobiographie,17,158641,0.01
19th-c,Auktionskatalog,16,158641,0.01
19th-c,festschrift,16,158641,0.01
19th-c,Kommentar: jur.,14,158641,0.01
19th-c,Tagebuch,14,158641,0.01
19th-c,Briefsammlung,13,158641,0.01
19th-c,Manuscript,13,158641,0.01
19th-c,Manuscript|script,13,158641,0.01
19th-c,Anleitung,12,158641,0.01
19th-c,map,12,158641,0.01
19th-c,Katalog,11,158641,0.01
19th-c,Satire,11,158641,0.01
19th-c,reporting|Kriegstagebuch - 1870-1871,11,158641,0.01
19th-c,Altertumskunde,10,158641,0.01
19th-c,Bildband|Quelle,10,158641,0.01
19th-c,Flugschrift,10,158641,0.01
19th-c,Mathematik,10,158641,0.01
19th-c,Multivolume work,10,158641,0.01
19th-c,Predigtsammlung,10,158641,0.01
19th-c,Rezension,10,158641,0.01
19th-c,Streitschrift,10,158641,0.01
19th-c,Predigt,9,158641,0.01
19th-c,Streitschrift:jur.,9,158641,0.01
19th-c,Verordnung|Einblattdruck,9,158641,0.01
19th-c,poetry,9,158641,0.01
19th-c,Erbauungsliteratur,8,158641,0.01
19th-c,Mathematik|Lexikon,8,158641,0.01
19th-c,Pädagogik,8,158641,0.01
19th-c,Roman|Biographie,8,158641,0.01
19th-c,multivolume monograph|Quelle,8,158641,0.01
19th-c,Einführung,7,158641,0.0
19th-c,Führer,7,158641,0.0
19th-c,Geographie|Reisebericht,7,158641,0.0
19th-c,Letter,7,158641,0.0
19th-c,Rede,7,158641,0.0
19th-c,reporting|Kriegstagebuch - 1866,7,158641,0.0
19th-c,Adressbuch,6,158641,0.0
19th-c,Erzählung|Werke,6,158641,0.0
19th-c,Grammatik,6,158641,0.0
19th-c,Katechismus,6,158641,0.0
19th-c,Kochbuch,6,158641,0.0
19th-c,Kriegskunde,6,158641,0.0
19th-c,Landwirtschaft,6,158641,0.0
19th-c,Ratgeber,6,158641,0.0
19th-c,Roman|Bücheranzeige,6,158641,0.0
19th-c,Sage,6,158641,0.0
19th-c,Volksbuch,6,158641,0.0
19th-c,Briefsammlung|Reisebericht,5,158641,0.0
19th-c,Bücheranzeige|Erzählung,5,158641,0.0
19th-c,Erzählung|Epik,5,158641,0.0
19th-c,Gesetzessammlung,5,158641,0.0
19th-c,Kommentar: polit.,5,158641,0.0
19th-c,Schulprogramm,5,158641,0.0
19th-c,Sprachführer,5,158641,0.0
19th-c,Subskribentenliste,5,158641,0.0
19th-c,Tiermedizin,5,158641,0.0
19th-c,Topographie,5,158641,0.0
19th-c,Vorlesung,5,158641,0.0
19th-c,Astronomie,4,158641,0.0
19th-c,Bildband,4,158641,0.0
19th-c,Biographie|Briefsammlung,4,158641,0.0
19th-c,Botanik,4,158641,0.0
19th-c,Erzählung|Biographie,4,158641,0.0
19th-c,Erzählung|Roman,4,158641,0.0
19th-c,Fotografie,4,158641,0.0
19th-c,Freimaurerliteratur,4,158641,0.0
19th-c,Gebetbuch,4,158641,0.0
19th-c,Gelegenheitsschrift:Einweihung,4,158641,0.0
19th-c,Gelegenheitsschrift:Jubiläum,4,158641,0.0
19th-c,Gelegenheitsschrift:Tod,4,158641,0.0
19th-c,Lyrik|Bücheranzeige,4,158641,0.0
19th-c,Manuscript|script|Kriegsgedicht,4,158641,0.0
19th-c,Roman|Frauenliteratur,4,158641,0.0
19th-c,Streitschrift:theol.,4,158641,0.0
19th-c,letter,4,158641,0.0
19th-c,reporting|Akten Kriegsbriefe,4,158641,0.0
19th-c,Amtsdruckschrift|Verordnung,3,158641,0.0
19th-c,Anekdote,3,158641,0.0
19th-c,Architektur,3,158641,0.0
19th-c,Atlas,3,158641,0.0
19th-c,Biographie|Werke,3,158641,0.0
19th-c,Drama|Schauspiel,3,158641,0.0
19th-c,Einblattdruck|Lied,3,158641,0.0
19th-c,Gelegenheitsschrift:Amtsantritt,3,158641,0.0
19th-c,Gelegenheitsschrift:Gedenken,3,158641,0.0
19th-c,Gesangbuch,3,158641,0.0
19th-c,Handbuch,3,158641,0.0
19th-c,Jugendbuch,3,158641,0.0
19th-c,Jugendsachbuch,3,158641,0.0
19th-c,Kolportageliteratur|Flugschrift,3,158641,0.0
19th-c,Kommentar: hist.,3,158641,0.0
19th-c,Kommentar: theol.,3,158641,0.0
19th-c,Leichenpredigt,3,158641,0.0
19th-c,Lexikon,3,158641,0.0
19th-c,Lexikon|Kriegskunde,3,158641,0.0
19th-c,Mineralogie,3,158641,0.0
19th-c,Musikbuch,3,158641,0.0
19th-c,Märchen,3,158641,0.0
19th-c,Novelle|Biographie,3,158641,0.0
19th-c,Reisebericht|Tagebuch,3,158641,0.0
19th-c,Richtlinie,3,158641,0.0
19th-c,Satire|Flugschrift,3,158641,0.0
19th-c,Spiel,3,158641,0.0
19th-c,Streitschrift:polit.,3,158641,0.0
19th-c,Tagebuch|Reisebericht,3,158641,0.0
19th-c,Verserzählung,3,158641,0.0
19th-c,Verzeichnis,3,158641,0.0
19th-c,Werke,3,158641,0.0
19th-c,reporting|Kriegsbericht - 1870-1871,3,158641,0.0
19th-c,reporting|Kriegsillustration - 1848,3,158641,0.0
19th-c,Anstandsliteratur,2,158641,0.0
19th-c,Auktionskatalog|Geldwesen,2,158641,0.0
19th-c,Bibel,2,158641,0.0
19th-c,Biografie,2,158641,0.0
19th-c,Biographie|Autobiographie,2,158641,0.0
19th-c,Biographie|Bücheranzeige,2,158641,0.0
19th-c,Buchhandelskatalog,2,158641,0.0
19th-c,Bücheranzeige|Epik,2,158641,0.0
19th-c,Bücheranzeige|Medizin,2,158641,0.0
19th-c,Chirurgie,2,158641,0.0
19th-c,Einblattdruck,2,158641,0.0
19th-c,Einblattdruck|Flugschrift,2,158641,0.0
19th-c,Erlebnisbericht,2,158641,0.0
19th-c,Erzählung|Lyrik,2,158641,0.0
19th-c,Erzählung|Novelle,2,158641,0.0
19th-c,Fabel,2,158641,0.0
19th-c,Fiktionale Darstellung,2,158641,0.0
19th-c,Flugschrift|Streitschrift:theol.,2,158641,0.0
19th-c,Frauenliteratur|Roman,2,158641,0.0
19th-c,Gelegenheitsschrift:Einladung,2,158641,0.0
19th-c,Gelegenheitsschrift:Einladung|Schulprogramm,2,158641,0.0
19th-c,Gelegenheitsschrift:Geburtstag,2,158641,0.0
19th-c,Gelegenheitsschrift:Jubiläum|Lyrik,2,158641,0.0
19th-c,Gelegenheitsschrift:Tod|Biographie,2,158641,0.0
19th-c,Genealogie,2,158641,0.0
19th-c,Geologie,2,158641,0.0
19th-c,Gesangbuch|Gebetbuch,2,158641,0.0
19th-c,Gesellschaftsschrift,2,158641,0.0
19th-c,Grammatik|Schulbuch,2,158641,0.0
19th-c,Gynäkologie,2,158641,0.0
19th-c,Karte,2,158641,0.0
19th-c,Kolportageliteratur|Lied|Flugschrift,2,158641,0.0
19th-c,Kolportageliteratur|Lyrik|Lied,2,158641,0.0
19th-c,Kommentar,2,158641,0.0
19th-c,Landwirtschaft|Handbuch,2,158641,0.0
19th-c,Lyrik|Subskribentenliste,2,158641,0.0
19th-c,Magnetismus,2,158641,0.0
19th-c,Medizin|Chirurgie,2,158641,0.0
19th-c,Medizin|Gynäkologie,2,158641,0.0
19th-c,Mitgliederverzeichnis,2,158641,0.0
19th-c,Novelle|Märchen,2,158641,0.0
19th-c,Poetik,2,158641,0.0
19th-c,Pädagogik|Richtlinie,2,158641,0.0
19th-c,Ratgeber|Hausväterliteratur,2,158641,0.0
19th-c,Ratgeber|Medizin,2,158641,0.0
19th-c,Reiseführer,2,158641,0.0
19th-c,Roman|Erzählung,2,158641,0.0
19th-c,Schulbuch|Mathematik|Geometrie,2,158641,0.0
19th-c,Schulprogramm|Gelegenheitsschrift:Einladung,2,158641,0.0
19th-c,Tabelle,2,158641,0.0
19th-c,Tierbuch,2,158641,0.0
19th-c,Universitätsprogramm,2,158641,0.0
19th-c,Verkaufskatalog,2,158641,0.0
19th-c,"Verzeichnis, Liste, Dokumentation",2,158641,0.0
19th-c,Volksbuch|Bücheranzeige,2,158641,0.0
19th-c,Volksschrifttum|Sage,2,158641,0.0
19th-c,Zoologie,2,158641,0.0
19th-c,catalog,2,158641,0.0
19th-c,index,2,158641,0.0
19th-c,journal|Zeitschrift,2,158641,0.0
19th-c,novel,2,158641,0.0
19th-c,reporting|Gedicht,2,158641,0.0
19th-c,reporting|Kriegstagebuch|Kriegslied,2,158641,0.0
19th-c,Akten Kriegsbriefe,1,158641,0.0
19th-c,Alchemie|Pharmakopöe,1,158641,0.0
19th-c,Amtsdruckschrift|Einblattdruck,1,158641,0.0
19th-c,Amtsdruckschrift|Einblattdruck|Verordnung,1,158641,0.0
19th-c,Amtsdruckschrift|Tabelle,1,158641,0.0
19th-c,Anekdote|Fabel|Zeitschrift,1,158641,0.0
19th-c,Anleitung|Bücheranzeige,1,158641,0.0
19th-c,Anleitung|Handbuch,1,158641,0.0
19th-c,Anleitung|Pflanzenbuch,1,158641,0.0
19th-c,Anthologie|Aphorismus,1,158641,0.0
19th-c,Anthologie|Schulbuch|Liedersammlung,1,158641,0.0
19th-c,Antiquariatskatalog,1,158641,0.0
19th-c,Arbeitspapier,1,158641,0.0
19th-c,Archäologie|Altertumskunde,1,158641,0.0
19th-c,Arzneibuch|Medizin|Ratgeber,1,158641,0.0
19th-c,Astronomie|Astrologie,1,158641,0.0
19th-c,Ausstellung,1,158641,0.0
19th-c,Autobiographie 1871-1873,1,158641,0.0
19th-c,Autobiographie|Briefsammlung,1,158641,0.0
19th-c,Bergbau,1,158641,0.0
19th-c,Bibel|Katechismus,1,158641,0.0
19th-c,Bibliografie,1,158641,0.0
19th-c,Bibliographie,1,158641,0.0
19th-c,Bibliographie 1818-1885,1,158641,0.0
19th-c,Bibliothekskatalog,1,158641,0.0
19th-c,Bibliothekskatalog|Verkaufskatalog,1,158641,0.0
19th-c,Bildliche Darstellung,1,158641,0.0
19th-c,Biographie|Anekdote,1,158641,0.0
19th-c,Biographie|Autobiographie|Erzählung,1,158641,0.0
19th-c,Biographie|Bericht,1,158641,0.0
19th-c,Biographie|Bibliographie,1,158641,0.0
19th-c,Biographie|Erzählung|Roman,1,158641,0.0
19th-c,Biographie|Lyrik,1,158641,0.0
19th-c,Biographie|Medizin,1,158641,0.0
19th-c,Biographie|Quelle,1,158641,0.0
19th-c,Botanik|Landwirtschaft,1,158641,0.0
19th-c,Botanik|Pflanzenbuch,1,158641,0.0
19th-c,Botanik|Ratgeber,1,158641,0.0
19th-c,Botanik|Zoologie,1,158641,0.0
19th-c,Briefsammlung|Kriegskunde,1,158641,0.0
19th-c,Briefsteller|Briefsammlung,1,158641,0.0
19th-c,Briefsteller|Formularsammlung,1,158641,0.0
19th-c,Briefsteller|Frauenliteratur,1,158641,0.0
19th-c,Brief|Handschrift,1,158641,0.0
19th-c,Brief|Tagebuch,1,158641,0.0
19th-c,Brief|Traktat,1,158641,0.0
19th-c,Buchbinderanweisung|Tabelle,1,158641,0.0
19th-c,Bücheranzeige|Altertumskunde,1,158641,0.0
19th-c,Bücheranzeige|Bibliografie,1,158641,0.0
19th-c,Bücheranzeige|Biographie,1,158641,0.0
19th-c,Bücheranzeige|Drama,1,158641,0.0
